Source IP,Source Port,Source Domain,Destination IP,Destination Port,Destination Domain,Protocol
0.0.0.0,0,0.0.0.0,28.82.54.175,0,28.82.54.175,Other
192.168.100.1,53,192.168.100.1,192.168.100.58,22018,192.168.100.58,UDP
192.168.100.58,59036,192.168.100.58,3.233.158.24,443,ec2-3-233-158-24.compute-1.amazonaws.com,TCP
142.250.181.138,443,fjr04s09-in-f10.1e100.net,192.168.100.58,58974,192.168.100.58,TCP
192.168.100.58,59356,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59090,192.168.100.58,TCP
192.168.100.58,53392,192.168.100.58,182.176.156.27,443,182.176.156.27,TCP
192.168.100.58,59704,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
162.247.241.2,443,162.247.241.2,192.168.100.58,59080,192.168.100.58,TCP
17.253.60.163,443,sgsin3-edge-get-010.b.aaplimg.com,192.168.100.58,63404,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,10171,192.168.100.58,UDP
192.168.100.58,52411,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
13.107.5.93,443,13.107.5.93,192.168.100.58,59606,192.168.100.58,TCP
162.247.243.29,443,162.247.243.29,192.168.100.58,59381,192.168.100.58,TCP
192.168.100.58,57065,192.168.100.58,104.199.65.9,4070,9.65.199.104.bc.googleusercontent.com,TCP
3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,192.168.100.58,59193,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,29960,192.168.100.58,UDP
3.233.158.24,443,ec2-3-233-158-24.compute-1.amazonaws.com,192.168.100.58,59036,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,57975,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,56801,192.168.100.58,UDP
172.64.155.209,443,172.64.155.209,192.168.100.58,59238,192.168.100.58,TCP
192.168.100.58,57077,192.168.100.58,162.247.241.2,443,162.247.241.2,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,61338,192.168.100.58,UDP
192.168.100.58,64303,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,192.168.100.58,52629,192.168.100.58,UDP
192.168.100.58,58957,192.168.100.58,3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,TCP
20.189.172.33,443,20.189.172.33,192.168.100.58,59294,192.168.100.58,TCP
192.168.100.58,52413,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,58976,192.168.100.58,172.64.155.209,443,172.64.155.209,TCP
13.67.9.5,443,13.67.9.5,192.168.100.58,58868,192.168.100.58,TCP
104.18.32.47,443,104.18.32.47,192.168.100.58,58888,192.168.100.58,TCP
192.168.100.58,54033,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.19.228,443,fjr02s13-in-f4.1e100.net,192.168.100.58,58885,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,23564,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,62490,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,57762,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,54603,192.168.100.58,UDP
172.217.21.42,443,fjr01s02-in-f10.1e100.net,192.168.100.58,59357,192.168.100.58,TCP
192.168.100.58,58912,192.168.100.58,104.26.6.30,443,104.26.6.30,TCP
192.168.100.58,59378,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,58414,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,62490,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
104.16.102.112,443,104.16.102.112,192.168.100.58,58975,192.168.100.58,TCP
172.217.17.67,443,ams16s30-in-f67.1e100.net,192.168.100.58,58968,192.168.100.58,TCP
192.168.100.58,59313,192.168.100.58,104.22.14.220,443,104.22.14.220,TCP
192.168.100.58,60356,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,56929,192.168.100.58,104.17.24.14,443,104.17.24.14,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,63950,192.168.100.58,UDP
192.168.100.58,58844,192.168.100.58,142.250.181.138,443,fjr04s09-in-f10.1e100.net,TCP
192.168.100.58,59564,192.168.100.58,35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,TCP
192.168.100.58,59395,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
192.168.100.58,59438,192.168.100.58,162.247.243.29,443,162.247.243.29,TCP
192.168.100.58,58851,192.168.100.58,104.16.102.112,443,104.16.102.112,TCP
192.168.100.58,55139,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,57692,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,51747,192.168.100.58,UDP
192.168.100.58,59355,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
192.168.100.58,59596,192.168.100.58,20.207.73.85,443,20.207.73.85,TCP
192.168.100.58,59557,192.168.100.58,172.67.73.126,443,172.67.73.126,TCP
142.250.181.106,443,fjr04s08-in-f10.1e100.net,192.168.100.58,61286,192.168.100.58,UDP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59350,192.168.100.58,TCP
192.168.100.58,56950,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59196,192.168.100.58,20.189.173.5,443,20.189.173.5,TCP
192.168.100.58,58483,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,56139,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,43153,192.168.100.1,239.255.255.250,1900,239.255.255.250,UDP
192.168.100.58,15086,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
17.248.213.66,443,17.248.213.66,192.168.100.58,53412,192.168.100.58,TCP
192.168.100.58,58948,192.168.100.58,172.217.19.228,443,fjr02s13-in-f4.1e100.net,TCP
192.168.100.58,56843,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,47367,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,56293,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,20201,192.168.100.58,UDP
192.168.100.58,57896,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,49963,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,12692,192.168.100.58,UDP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59490,192.168.100.58,TCP
192.168.100.58,34569,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,58966,192.168.100.58,35.186.224.26,443,26.224.186.35.bc.googleusercontent.com,TCP
104.16.103.112,443,104.16.103.112,192.168.100.58,59285,192.168.100.58,TCP
192.168.100.58,63544,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,20201,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
185.199.111.154,443,cdn-185-199-111-154.github.com,192.168.100.58,59603,192.168.100.58,TCP
192.168.100.58,58848,192.168.100.58,162.247.241.2,443,162.247.241.2,TCP
192.168.100.58,58947,192.168.100.58,104.16.102.112,443,104.16.102.112,TCP
192.168.100.58,59172,192.168.100.58,45.54.49.1,443,1.49.54.45.ptr.anycast.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,39385,192.168.100.58,UDP
192.168.100.58,59477,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
23.200.176.28,443,a23-200-176-28.deploy.static.akamaitechnologies.com,192.168.100.58,53391,192.168.100.58,TCP
104.16.102.112,443,104.16.102.112,192.168.100.58,58943,192.168.100.58,TCP
192.168.100.58,56001,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
23.200.177.134,443,a23-200-177-134.deploy.static.akamaitechnologies.com,192.168.100.58,53404,192.168.100.58,TCP
142.250.181.142,443,fjr04s09-in-f14.1e100.net,192.168.100.58,58942,192.168.100.58,TCP
172.217.17.74,443,ams16s30-in-f74.1e100.net,192.168.100.58,59329,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,49387,192.168.100.58,UDP
192.168.100.58,58450,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,52783,192.168.100.58,UDP
192.168.100.58,57692,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
20.189.172.32,443,20.189.172.32,192.168.100.58,58941,192.168.100.58,TCP
192.168.100.58,63431,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
34.192.77.90,443,ec2-34-192-77-90.compute-1.amazonaws.com,192.168.100.58,59638,192.168.100.58,TCP
172.217.19.238,443,fjr02s13-in-f14.1e100.net,192.168.100.58,65385,192.168.100.58,UDP
192.168.100.58,59113,192.168.100.58,172.217.17.74,443,ams16s30-in-f74.1e100.net,TCP
172.217.17.46,443,ams16s29-in-f46.1e100.net,192.168.100.58,60766,192.168.100.58,UDP
192.168.100.58,64539,192.168.100.58,142.250.181.138,443,fjr04s09-in-f10.1e100.net,UDP
192.168.100.58,59467,192.168.100.58,35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,TCP
192.168.100.58,59333,192.168.100.58,52.2.247.13,443,ec2-52-2-247-13.compute-1.amazonaws.com,TCP
192.168.100.58,63485,192.168.100.58,172.217.17.67,443,ams16s30-in-f67.1e100.net,UDP
192.168.100.58,49554,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.17.46,443,ams16s29-in-f46.1e100.net,192.168.100.58,59403,192.168.100.58,TCP
13.67.9.5,443,13.67.9.5,192.168.100.58,58936,192.168.100.58,TCP
192.168.100.58,59373,192.168.100.58,20.42.73.25,443,20.42.73.25,TCP
3.233.158.24,443,ec2-3-233-158-24.compute-1.amazonaws.com,192.168.100.58,59308,192.168.100.58,TCP
192.168.100.58,65531,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,22661,192.168.100.58,UDP
192.168.100.58,58936,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,33241,192.168.100.58,UDP
192.168.100.58,41295,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59246,192.168.100.58,162.247.243.29,443,162.247.243.29,TCP
104.18.32.47,443,104.18.32.47,192.168.100.58,59126,192.168.100.58,TCP
192.168.100.58,22571,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,58845,192.168.100.58,142.250.181.142,443,fjr04s09-in-f14.1e100.net,TCP
192.168.100.58,63481,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,59313,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,54743,192.168.100.58,UDP
192.168.100.58,64866,192.168.100.58,17.253.145.10,443,17.253.145.10,UDP
192.168.100.58,59313,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
162.247.243.29,443,162.247.243.29,192.168.100.58,59578,192.168.100.58,TCP
13.67.9.5,443,13.67.9.5,192.168.100.58,59085,192.168.100.58,TCP
17.248.213.68,443,17.248.213.68,192.168.100.58,53408,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,49554,192.168.100.58,UDP
172.64.154.226,443,172.64.154.226,192.168.100.58,58934,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,48219,192.168.100.58,UDP
192.168.100.58,59565,192.168.100.58,172.217.17.42,443,ams16s29-in-f42.1e100.net,TCP
192.168.100.58,15369,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,33720,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,54677,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,58931,192.168.100.58,3.160.77.4,443,server-3-160-77-4.dxb53.r.cloudfront.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,47367,192.168.100.58,UDP
192.168.100.58,58930,192.168.100.58,3.160.77.4,443,server-3-160-77-4.dxb53.r.cloudfront.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,57430,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,49264,192.168.100.58,UDP
192.168.100.58,51648,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
182.176.154.43,443,182.176.154.43,192.168.100.58,53402,192.168.100.58,TCP
104.16.102.112,443,104.16.102.112,192.168.100.58,59611,192.168.100.58,TCP
192.168.100.58,59422,192.168.100.58,138.91.182.224,443,138.91.182.224,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,58740,192.168.100.58,UDP
192.168.100.58,58932,192.168.100.58,3.160.77.4,443,server-3-160-77-4.dxb53.r.cloudfront.net,TCP
192.168.100.58,30556,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59308,192.168.100.58,3.233.158.24,443,ec2-3-233-158-24.compute-1.amazonaws.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,58352,192.168.100.58,UDP
104.16.102.112,443,104.16.102.112,192.168.100.58,58927,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,38038,192.168.100.58,UDP
192.168.100.58,54743,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,58927,192.168.100.58,104.16.102.112,443,104.16.102.112,TCP
172.217.17.42,443,ams16s29-in-f42.1e100.net,192.168.100.58,59565,192.168.100.58,TCP
192.168.100.58,58535,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.19.227,443,par21s11-in-f3.1e100.net,192.168.100.58,59401,192.168.100.58,TCP
192.168.100.58,59384,192.168.100.58,52.168.112.66,443,52.168.112.66,TCP
192.168.100.58,46188,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,62876,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,55139,192.168.100.58,UDP
192.168.100.58,59231,192.168.100.58,108.139.79.25,443,server-108-139-79-25.dxb53.r.cloudfront.net,TCP
192.168.100.58,59416,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
192.168.100.58,58921,192.168.100.58,3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,TCP
172.217.17.67,443,ams16s30-in-f67.1e100.net,192.168.100.58,50457,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,53213,192.168.100.58,UDP
192.168.100.58,56793,192.168.100.58,172.217.17.46,443,ams16s29-in-f46.1e100.net,UDP
192.168.100.58,56147,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,60949,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,50304,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,52160,192.168.100.58,UDP
104.16.103.112,443,104.16.103.112,192.168.100.58,59514,192.168.100.58,TCP
192.168.100.58,58956,192.168.100.58,20.189.172.32,443,20.189.172.32,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,29699,192.168.100.58,UDP
192.168.100.58,54600,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,56801,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
45.54.49.1,443,1.49.54.45.ptr.anycast.net,192.168.100.58,59540,192.168.100.58,TCP
192.168.100.58,61005,192.168.100.58,172.217.21.46,443,fjr01s02-in-f14.1e100.net,UDP
192.168.100.58,57082,192.168.100.58,3.108.35.59,443,ec2-3-108-35-59.ap-south-1.compute.amazonaws.com,TCP
192.168.100.58,50457,192.168.100.58,172.217.17.67,443,ams16s30-in-f67.1e100.net,UDP
104.22.14.220,443,104.22.14.220,192.168.100.58,59313,192.168.100.58,TCP
192.168.100.58,58893,192.168.100.58,142.250.181.138,443,fjr04s09-in-f10.1e100.net,TCP
192.168.100.58,59285,192.168.100.58,104.16.103.112,443,104.16.103.112,TCP
192.168.100.58,58850,192.168.100.58,52.168.117.171,443,52.168.117.171,TCP
192.168.100.58,40521,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
140.82.113.21,443,lb-140-82-113-21-iad.github.com,192.168.100.58,59657,192.168.100.58,TCP
34.192.130.194,443,ec2-34-192-130-194.compute-1.amazonaws.com,192.168.100.58,58878,192.168.100.58,TCP
192.168.100.58,22167,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59338,192.168.100.58,142.250.181.132,443,fjr04s09-in-f4.1e100.net,TCP
192.168.100.58,11635,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,50068,192.168.100.58,UDP
172.217.17.42,443,ams16s29-in-f42.1e100.net,192.168.100.58,59500,192.168.100.58,TCP
172.217.19.227,443,par21s11-in-f3.1e100.net,192.168.100.58,59481,192.168.100.58,TCP
172.217.21.42,443,fjr01s02-in-f10.1e100.net,192.168.100.58,56264,192.168.100.58,UDP
3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,192.168.100.58,58920,192.168.100.58,TCP
192.168.100.58,59121,192.168.100.58,162.247.243.29,443,162.247.243.29,TCP
192.168.100.58,13876,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59079,192.168.100.58,TCP
192.168.100.58,58920,192.168.100.58,3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,TCP
192.168.100.58,21288,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,53537,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,51862,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,50199,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
13.67.9.5,443,13.67.9.5,192.168.100.58,59408,192.168.100.58,TCP
192.168.100.58,60529,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,24408,192.168.100.58,UDP
172.217.17.42,443,ams16s29-in-f42.1e100.net,192.168.100.58,59569,192.168.100.58,TCP
44.213.144.51,443,ec2-44-213-144-51.compute-1.amazonaws.com,192.168.100.58,59320,192.168.100.58,TCP
192.168.100.58,59216,192.168.100.58,104.26.6.30,443,104.26.6.30,TCP
172.217.17.67,443,ams16s30-in-f67.1e100.net,192.168.100.58,58842,192.168.100.58,TCP
192.168.100.58,59316,192.168.100.58,44.213.144.51,443,ec2-44-213-144-51.compute-1.amazonaws.com,TCP
192.168.100.58,59831,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,57896,192.168.100.58,UDP
104.16.102.112,443,104.16.102.112,192.168.100.58,59182,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,51648,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,56761,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,64474,192.168.100.58,UDP
104.17.24.14,443,104.17.24.14,192.168.100.58,55806,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,58311,192.168.100.58,UDP
192.168.100.58,51177,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59280,192.168.100.58,172.217.19.227,443,par21s11-in-f3.1e100.net,TCP
162.247.243.29,443,162.247.243.29,192.168.100.58,59660,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,38525,192.168.100.58,UDP
182.176.154.42,443,182.176.154.42,192.168.100.58,53423,192.168.100.58,TCP
104.26.6.30,443,104.26.6.30,192.168.100.58,58912,192.168.100.58,TCP
17.248.213.67,443,17.248.213.67,192.168.100.58,53407,192.168.100.58,TCP
192.168.100.58,59230,192.168.100.58,172.217.17.74,443,ams16s30-in-f74.1e100.net,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,57463,192.168.100.58,UDP
192.168.100.58,59592,192.168.100.58,3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,TCP
13.67.9.5,443,13.67.9.5,192.168.100.58,58961,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,51301,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,54699,192.168.100.58,UDP
23.200.177.134,443,a23-200-177-134.deploy.static.akamaitechnologies.com,192.168.100.58,53397,192.168.100.58,TCP
3.233.158.25,443,ec2-3-233-158-25.compute-1.amazonaws.com,192.168.100.58,59410,192.168.100.58,TCP
192.168.100.58,49675,192.168.100.58,142.250.181.74,443,fjr04s07-in-f10.1e100.net,UDP
192.168.100.58,59336,192.168.100.58,172.217.17.74,443,ams16s30-in-f74.1e100.net,TCP
3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,192.168.100.58,58909,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,61518,192.168.100.58,UDP
192.168.100.58,41959,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59491,192.168.100.58,162.247.243.20,443,162.247.243.20,TCP
192.168.100.58,60627,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,39430,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.19.234,443,fjr02s13-in-f10.1e100.net,192.168.100.58,62756,192.168.100.58,UDP
192.168.100.58,6024,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,53863,192.168.100.58,239.255.255.250,1900,239.255.255.250,UDP
172.217.17.46,443,ams16s29-in-f46.1e100.net,192.168.100.58,64862,192.168.100.58,UDP
192.168.100.58,53389,192.168.100.58,17.248.213.64,443,17.248.213.64,TCP
192.168.100.58,59019,192.168.100.58,3.233.158.24,443,ec2-3-233-158-24.compute-1.amazonaws.com,TCP
17.248.213.64,443,17.248.213.64,192.168.100.58,53389,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,49478,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,63431,192.168.100.58,UDP
192.168.100.58,58984,192.168.100.58,13.67.9.5,443,13.67.9.5,TCP
192.168.100.58,60352,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,192.168.100.58,53225,192.168.100.58,UDP
192.168.100.58,63518,192.168.100.58,142.250.181.138,443,fjr04s09-in-f10.1e100.net,UDP
23.200.176.28,443,a23-200-176-28.deploy.static.akamaitechnologies.com,192.168.100.58,53393,192.168.100.58,TCP
13.67.9.5,443,13.67.9.5,192.168.100.58,59375,192.168.100.58,TCP
104.18.32.47,443,104.18.32.47,192.168.100.58,58906,192.168.100.58,TCP
142.250.181.132,443,fjr04s09-in-f4.1e100.net,192.168.100.58,59098,192.168.100.58,TCP
192.168.100.58,59359,192.168.100.58,151.101.64.223,443,151.101.64.223,TCP
192.168.100.58,53217,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
3.233.158.24,443,ec2-3-233-158-24.compute-1.amazonaws.com,192.168.100.58,59244,192.168.100.58,TCP
192.168.100.58,63065,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,63413,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,57023,192.168.100.58,173.194.76.188,5228,ws-in-f188.1e100.net,TCP
172.217.17.74,443,ams16s30-in-f74.1e100.net,192.168.100.58,59212,192.168.100.58,TCP
192.168.100.58,57168,192.168.100.58,216.58.208.234,443,par10s22-in-f234.1e100.net,TCP
104.22.15.220,443,104.22.15.220,192.168.100.58,58914,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,56419,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,63069,192.168.100.58,UDP
192.168.100.58,59525,192.168.100.58,172.217.17.42,443,ams16s29-in-f42.1e100.net,TCP
192.168.100.58,58883,192.168.100.58,142.250.181.138,443,fjr04s09-in-f10.1e100.net,TCP
192.168.100.58,55766,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
172.217.17.67,443,ams16s30-in-f67.1e100.net,192.168.100.58,63485,192.168.100.58,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,57350,192.168.100.58,UDP
192.168.100.58,59275,192.168.100.58,20.189.172.33,443,20.189.172.33,TCP
192.168.100.58,59013,192.168.100.58,54.236.110.9,443,ec2-54-236-110-9.compute-1.amazonaws.com,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,44622,192.168.100.58,UDP
192.168.100.58,57391,192.168.100.58,13.107.42.14,443,13.107.42.14,TCP
192.168.100.58,59274,192.168.100.58,20.189.172.33,443,20.189.172.33,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,22795,192.168.100.58,UDP
192.168.100.1,0,192.168.100.1,224.0.0.1,0,all-systems.mcast.net,Other
172.217.21.42,443,fjr01s02-in-f10.1e100.net,192.168.100.58,59372,192.168.100.58,TCP
192.168.100.58,22389,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,59400,192.168.100.58,172.217.17.46,443,ams16s29-in-f46.1e100.net,TCP
192.168.100.58,57350,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
162.247.243.29,443,162.247.243.29,192.168.100.58,58898,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,54600,192.168.100.58,UDP
180.115.192.168,0,180.115.192.168,100.1.0.0,0,100.1.0.0,Other
192.168.100.58,58902,192.168.100.58,3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,TCP
192.168.100.58,59201,192.168.100.58,172.217.17.74,443,ams16s30-in-f74.1e100.net,TCP
192.168.100.58,59624,192.168.100.58,20.207.73.82,443,20.207.73.82,TCP
192.168.100.58,63069,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
3.233.158.24,443,ec2-3-233-158-24.compute-1.amazonaws.com,192.168.100.58,59312,192.168.100.58,TCP
192.168.100.1,53,192.168.100.1,192.168.100.58,64830,192.168.100.58,UDP
192.168.100.58,24289,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.1,53,192.168.100.1,192.168.100.58,53219,192.168.100.58,UDP
192.168.100.58,59406,192.168.100.58,172.217.21.42,443,fjr01s02-in-f10.1e100.net,TCP
3.108.35.59,443,ec2-3-108-35-59.ap-south-1.compute.amazonaws.com,192.168.100.58,57082,192.168.100.58,TCP
192.168.100.58,63582,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
142.250.181.14,443,fjr04s05-in-f14.1e100.net,192.168.100.58,55441,192.168.100.58,UDP
192.168.100.58,59581,192.168.100.58,35.186.224.24,443,24.224.186.35.bc.googleusercontent.com,TCP
20.189.172.33,443,20.189.172.33,192.168.100.58,59266,192.168.100.58,TCP
192.168.100.58,58842,192.168.100.58,172.217.17.67,443,ams16s30-in-f67.1e100.net,TCP
192.168.100.58,52526,192.168.100.58,192.168.100.1,53,192.168.100.1,UDP
192.168.100.58,58899,192.168.100.58,52.2.247.13,443,ec2-52-2-247-13.compute-1.amazonaws.com,TCP
192.168.100.58,58924,192.168.100.58,172.217.19.197,443,fjr04s13-in-f5.1e100.net,TCP
192.168.100.58,58919,192.168.100.58,3.233.158.26,443,ec2-3-233-158-26.compute-1.amazonaws.com,TCP
